kernel_name,batch_size,M,N,K,kernel_runtime,op_runtime,achieved_occupancy,dram_read_throughput,dram_write_throughput,dram_read_transactions,dram_write_transactions,dram_utilization,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_dp_efficiency,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,flop_sp_efficiency,gld_efficiency,gld_requested_throughput,gld_throughput,gld_transactions,gld_transactions_per_request,gst_efficiency,gst_requested_throughput,gst_throughput,gst_transactions,gst_transactions_per_request,inst_compute_ld_st,inst_control,inst_executed,inst_fp_32,inst_fp_64,inst_integer,inst_issued,inst_misc,inst_per_warp,ipc,ipc_instance,l2_read_throughput,l2_read_transactions,l2_write_throughput,l2_write_transactions,l2_utilization,shared_efficiency,shared_load_throughput,shared_load_transactions,shared_store_throughput,shared_store_transactions,sm_efficiency,tex_utilization,warp_execution_efficiency
CatArrayBatchedCopy,1,64,1,15,2.6560,44,0.752418,875.91MB/s,575.75MB/s,80,52,(0),0,0,0,0,0.00%,0,0,0,0,1950,0.00%,32.64%,1.9759GB/s,6.0543GB/s,8586,18.000000,99.90%,1.2991GB/s,1.3004GB/s,122,3.935484,16188,12288,11195,1950,0,248208,11963,66315,29.153646,1.177298,,7.0669GB/s,663,1.4390GB/s,135,(1),0.00%,0.00000B/s,0,0.00000B/s,0,30.51%,(1),99.52%
